,station,Present_Tmax,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC2,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lon,Slope,Solar radiation,Next_Tmin,Next_Tmax
3245,21.0,30.9,34.39890289,68.61088562,30.21835058,22.68227574,5.447140416,16.37856323,0.281672376,0.539344331,0.0,0.0,0.0,0.076816016,127.04,0.5721,5818.526855,22.6,28.4
3618,19.0,29.1,46.29429626,85.68294525,31.77008762,25.13286161,5.289332042,41.74667772,0.24385447300000002,0.22162168100000001,0.0,0.000797662,0.0,0.0,126.93799999999999,1.7678,5659.175293,23.5,31.3
3215,16.0,27.4,34.44022369,81.56628418,29.94190016,19.97582892,6.14732635,86.23677206,0.062624415,0.24305959300000002,0.0,0.0,0.0,0.0,126.995,2.2579,5827.130859000001,17.5,30.6
4841,17.0,31.9,44.30463791,93.25395966,32.40347867,21.78913684,5.099527622,157.3095873,0.00192731,0.26945142,0.0,0.0,0.0,0.0,127.09899999999999,0.6970000000000001,5802.665527,19.6,33.7
1522,23.0,29.4,47.52208328,84.46663666,27.41671771,21.41312951,7.757029414,94.59114377,0.252334522,0.249346177,0.0,0.0,0.0,0.0018665539999999999,126.891,0.1554,4443.313965,21.4,29.6
2552,3.0,26.7,46.79981995,92.97800446,29.08558757,19.31976599,6.425350279,24.72147727,0.033764439,0.06920899900000001,0.00026282,0.0,0.0,0.0,127.05799999999999,0.2661,5157.235352000001,18.2,28.0
321,22.0,25.4,88.08672333,95.31996918,26.17615848,23.19326403,5.122682681000001,23.73706061,0.9406080440000001,0.912730323,9.165554285,10.15185079,0.640390892,0.004978818,127.086,0.1332,5749.308594,22.5,26.3
1605,6.0,24.8,37.73904037,80.48957062,31.31430669,21.42045149,6.222363114,52.72968284,0.23921406399999998,0.143692909,0.0,0.0,0.0,0.097318629,127.042,0.1457,5855.803223,22.5,32.5
5366,17.0,28.0,71.62834167,97.61436462,30.29259976,24.88023803,4.777470589,80.30081547,0.73155644,0.141014101,4.264151812,5.29440249,0.010870254,0.0,127.09899999999999,0.6970000000000001,5451.944824,24.6,32.7
4722,23.0,26.9,65.12263489,92.47047424,25.48055468,20.82532425,9.752324025,83.02161336,0.454261855,0.884359105,0.0,0.015633448,5.29715387,5.377482732000001,126.891,0.1554,5826.388184,20.8,25.1
4947,23.0,31.6,57.83189392,91.19799805,28.45703428,23.88667457,6.510813574,73.67245022,0.36892956200000004,0.501786291,0.001310129,0.0,0.0,0.0,126.891,0.1554,5735.630371,23.9,30.3
668,19.0,30.8,43.22035217,81.43943787,30.57897645,24.19409421,5.791746279,43.32087545,0.080825617,0.329118381,0.0,0.0,0.0,0.0,126.93799999999999,1.7678,5565.212402,20.9,31.4
797,23.0,30.0,53.51957703,83.26459503,31.22858076,25.16313182,4.542055308999999,75.80470943,0.18286182199999998,0.064188509,0.0,0.0,0.0,0.0,126.891,0.1554,5408.750488000001,24.9,34.0
2305,6.0,33.0,40.752025599999996,88.49269867,34.39429963,25.37919234,5.73788474,51.51850335,0.235775388,0.235069136,0.037612995,0.0,0.0,0.0,127.042,0.1457,5428.76123,23.8,34.9
4006,7.0,33.1,55.44927216,92.6762619,33.24067427,25.23831142,4.587190886,137.35851159999999,0.005228865,0.13910922,0.0,0.0,0.0,0.0,126.838,0.0985,5253.399414,25.8,35.2
614,15.0,28.2,58.73727798,87.85809326,28.50968342,23.2553757,7.690847377000001,27.65275149,0.272953192,0.171531341,0.0,0.0,0.0,0.0,126.93700000000001,0.8552,5578.1875,22.0,30.2
1279,5.0,32.1,52.41328049,84.46366882,33.17143294,26.26404653,5.4408093,115.25001340000001,0.25503269300000003,0.660466115,0.0,0.0,0.0,0.0,127.135,0.5055,4786.577636999999,25.3,34.0
933,9.0,27.3,60.9570961,95.5306015,31.31780772,24.50031968,5.71048823,95.59790915,0.38063864799999997,0.123785536,0.006213832,0.0,0.0,0.0,126.82600000000001,0.4125,5283.059082,24.3,32.5
7545,21.0,30.1,74.98360443,90.09294128,29.42437771,24.89136654,12.72789974,60.33882662,0.639969635,0.134983288,3.502841632,0.0,2.15040658,0.0,127.04,0.5721,4723.027344,24.0,28.5
7161,12.0,30.4,43.36799622,75.94194794,33.31408406,25.151830899999997,7.982154886,21.48202264,0.172553641,0.41417829100000003,0.0,0.0,0.0,0.0,126.988,0.5931,5267.225586,22.5,30.1
2012,13.0,30.3,47.92529297,86.91061401,32.71518763,24.8252768,6.673833931,32.44008114,0.165627262,0.203758612,0.0,0.0,0.0,0.0,127.083,2.6865,5654.287598,24.8,32.9
6786,12.0,27.3,42.59724808,84.80683136,34.30659045,25.25682041,6.757017821,19.167750100000003,0.28036426,0.071622562,0.0,0.0,0.0,0.0,126.988,0.5931,5629.704102000001,23.4,33.4
2283,9.0,33.0,52.24892426,87.20032501,31.7521591,25.8947485,5.624211917,93.40034334,0.26037501399999996,0.166381875,0.185938561,0.015067451,0.0,0.0,126.82600000000001,0.4125,5458.84375,24.7,33.8
2730,6.0,26.5,72.00325012,91.67193604,24.09700045,20.66985632,8.06661584,63.43615659,0.655369113,0.870437572,0.266947415,0.502048655,0.270408313,7.740538915,127.042,0.1457,4939.288086,20.8,24.6
522,23.0,30.5,78.83976746,90.79836273,27.04162075,25.56840944,9.512133857,50.75256602,0.677642385,0.513094658,0.011437141000000001,0.27206005699999997,0.084998793,0.0,126.891,0.1554,5631.648926,26.2,30.4
58,9.0,26.9,58.81103134,94.62538909999999,27.90681088,20.35462766,9.052359164,97.25379833,0.219614745,0.019700302,0.0,0.0,0.0,0.0,126.82600000000001,0.4125,5865.608397999999,19.4,30.1
3982,8.0,32.7,51.70052719,87.99806213,33.00760724,25.66731327,5.219820698,51.30336078,0.201126912,0.07089627400000001,0.0,0.0,0.0,0.0,126.91,1.5629,5287.229492,24.8,34.0
7381,7.0,27.7,70.61483002,94.38012695,27.10245866,24.11585827,3.790231486,80.43174974,0.547703858,0.04973707,0.0,0.0,0.0,0.0,126.838,0.0985,4918.818848,23.7,30.2
4712,13.0,26.7,62.51835632,92.59159851,25.092485699999997,20.17592879,7.697443247000001,56.33840402,0.424358644,0.9492933370000001,0.0,0.025701292,6.238608837,9.74886473,127.083,2.6865,5835.557617,20.4,24.2
2079,5.0,29.2,54.852237699999996,95.08955383,29.13158127,24.23201371,9.024605731,144.9819355,0.64767571,0.31502708100000004,5.17885833,0.771755585,0.0,0.0,127.135,0.5055,5603.330078,21.1,25.6
2669,20.0,23.1,64.44422913,94.40007019,26.69736539,19.25382121,6.8923149210000005,92.83228294,0.16375901699999998,0.08719570199999999,0.0,0.0,1.540289084,0.023851952000000003,127.00399999999999,4.7296,5122.638184,20.0,28.5
2715,16.0,29.1,69.56035614,93.12843323,25.51489279,21.63443567,3.576230784,30.11731406,0.7868307090000001,0.607595998,0.009461192,0.181630877,0.520917349,0.0,126.995,2.2579,4930.931152,20.7,23.7
2912,13.0,29.9,59.45795059,92.00648499,26.66348184,23.16285653,5.151437541,65.52732428,0.41899096,0.638859678,1.500482545,0.0,0.6843820820000001,0.833390065,127.083,2.6865,4667.118164,23.5,28.5
5043,19.0,22.4,74.56507111,96.50545502,24.01871723,21.19792846,8.044130981,30.325151799999997,0.34028128,0.292214265,0.512821674,0.15211757,0.019851054,0.017200723,126.93799999999999,1.7678,5723.936035,19.9,23.4
98,24.0,30.1,71.47318268,89.10109711,29.4905728,23.70098639,8.429956039,32.2527922,0.5320862,0.785593274,0.0,0.0,0.0,0.048255791,126.90899999999999,0.2223,5832.412109000001,23.2,27.7
5451,2.0,30.0,51.72447586,95.83638,32.79775418,23.74166897,5.320531984,84.70032628,0.208151757,0.20980881399999998,0.061866169000000006,0.0,0.24537026899999997,0.078227075,127.03200000000001,0.5141,5354.40332,22.2,33.6
694,20.0,31.0,84.31485748,99.52671814,27.23956376,22.91120019,11.01056184,49.58994214,0.772491623,0.867662473,2.540136576,2.174412898,0.002958425,0.321279302,127.00399999999999,4.7296,5590.241211,22.9,26.2
4502,3.0,25.0,32.28829956,88.25586700000001,29.82217442,21.71025305,7.390659382000001,14.28697612,0.218757857,0.009004588000000001,0.045927107,0.0,0.0,0.0,127.05799999999999,0.2661,4614.626465,21.4,29.8
1368,19.0,31.8,37.32094574,72.61157227,32.12157885,23.29771646,5.818919629,45.74309278,0.029103531000000002,0.017523598999999997,0.0,0.0,0.0,0.0,126.93799999999999,1.7678,4725.34082,21.0,31.8
7067,18.0,34.5,42.75160599,84.01171875,36.10975626,26.79761295,5.599340528,112.6958425,0.022784535,0.142942825,0.0,0.0,0.0,0.0,127.024,1.2313,5312.851563,27.2,36.5
7475,1.0,25.9,62.83130264,96.11006927,28.26288929,22.59289793,5.93530645,92.26368511,0.22543368100000002,0.152243635,0.0,0.0,0.0,0.0,126.991,2.785,4950.874022999999,20.8,29.6
6506,7.0,31.2,70.14808655,89.69919586,30.03777042,25.53228223,6.981232544,164.72030780000003,0.024091351,0.206211192,0.0,0.0,0.0,0.0,126.838,0.0985,5733.377441,26.2,32.7
3266,17.0,28.1,45.96428299,81.77762604,28.27629402,21.28871383,6.7464332129999995,75.78118046,0.275929865,0.349124936,0.0,0.0,0.0,0.0,127.09899999999999,0.6970000000000001,5822.308105,19.2,24.7
5547,23.0,36.5,52.48209381,82.88879395,33.87744786,26.58338406,5.83884719,103.96796390000002,0.0075323280000000005,0.08642258,0.0,0.013755708,0.0,0.0,126.891,0.1554,5255.983397999999,28.0,35.9
1676,2.0,29.8,33.18175125,82.63388062,32.50868098,21.95349671,5.520550499,67.86397429,0.09211752,0.034659566,0.0,0.0,0.0,0.0,127.03200000000001,0.5141,5828.444336,18.8,34.4
358,9.0,25.1,70.07104492,96.64041138,29.31896988,23.47555795,8.908666432,75.65768717,0.658279147,0.34301296200000003,2.74531773,0.655569757,0.0,0.000674925,126.82600000000001,0.4125,5748.505859000001,23.1,29.7
7162,13.0,31.5,46.87489319,80.90415955,32.98301744,24.74002783,6.584349552999999,48.96832871,0.184200657,0.492721391,0.0,0.0,0.0,0.0,127.083,2.6865,5199.567383,24.0,31.6
4403,4.0,29.8,46.00687027,94.64533234,29.96944112,20.53768463,5.481176257,105.1529041,0.014539603,0.089593967,0.0,0.0,0.088291784,0.0,127.022,2.5348,4752.657227000001,21.2,31.4
747,23.0,29.9,52.80416107,88.46771240000001,31.39195339,24.83974065,5.223825067,69.29122512,0.35126547,0.620308859,0.0,0.0,0.105309938,0.12360940599999999,126.891,0.1554,5454.85498,24.1,31.2
148,24.0,31.1,56.54513931,93.48724365,30.80332191,21.99263278,6.158395429,40.53229984,0.253777922,0.022980737999999997,0.0,0.0,0.0,0.0,126.90899999999999,0.2223,5817.518066,21.1,30.8
1803,4.0,33.4,67.00961304,93.30905151,26.97061954,21.73718648,5.678705116000001,50.29136391,0.285251739,0.43119182,0.0,0.0,0.0,0.0,127.022,2.5348,5765.659668,23.2,29.9
970,21.0,31.6,53.06941986,85.83052063,34.20211784,28.16300689,9.742073615,11.83508974,0.311603519,0.013126625,0.0,0.0,0.0,0.0,127.04,0.5721,5239.072265999999,26.9,33.2
1260,11.0,32.7,42.81380081,78.27729034,33.94805699,24.89517674,6.159227431000001,59.23737605,0.338790556,0.149050257,0.0,0.0,0.0,0.0,127.085,0.6233,4839.843261999999,24.5,33.5
6342,18.0,35.0,78.86403656,88.33904266,27.55330622,24.09339338,6.826037705,55.50416541,0.61485099,0.565706415,0.0,0.0,0.682019651,0.0,127.024,1.2313,5823.089355,23.7,29.3
3069,20.0,29.4,49.71269226,89.38461304,25.40016788,18.97921948,6.583214839,96.6589973,0.251590032,0.10483420199999999,0.0,0.0,0.0,0.0,127.00399999999999,4.7296,4554.965332,20.1,27.5
1353,4.0,31.9,49.4352417,83.56377411,30.43889918,21.5284562,5.804635415,85.03097784,0.027699903999999997,7.04e-05,0.0,0.0,0.0,0.0,127.022,2.5348,4679.124511999999,22.1,32.9
4573,24.0,28.0,40.8960762,85.04204559,29.29135139,21.69301383,5.384186337,36.59456913,0.149931795,0.005156421,0.0,0.0,0.0,0.0,126.90899999999999,0.2223,4517.387207,21.5,31.4
3699,25.0,25.7,81.58770752,92.48797607,27.17711984,24.70654878,7.74314932,43.08249106,0.659216268,0.549314709,0.388854921,0.71144828,0.10627257,0.014322411,126.97,0.2713,5564.44043,24.3,27.1
4936,12.0,28.8,52.58852005,86.65053558,28.60096938,23.03708205,7.011413376,31.79602412,0.317322147,0.485672462,0.009152297,0.0,0.0,0.0,126.988,0.5931,5807.455078,21.8,29.4
2314,15.0,32.6,37.73910141,84.37519073,35.55891038,25.91724988,6.568830788,38.5898242,0.210639292,0.238020729,0.025302752999999997,0.0,0.0,0.0,126.93700000000001,0.8552,5428.960938,23.9,34.5
6158,9.0,24.2,82.83502197,92.38220215,20.55002932,16.427410899999998,15.32447362,82.27119978,0.931794945,0.708287455,0.704817708,2.217983147,4.081861019,0.700926383,126.82600000000001,0.4125,4431.057129,16.4,20.7
1545,21.0,29.4,36.75532532,74.53929901,32.66342136,23.34672009,6.22588556,13.70047738,0.06400230400000001,0.0922542,0.0,0.0,0.0,0.0,127.04,0.5721,5859.321777,21.9,31.5
2817,18.0,29.2,83.75320435,94.89028168,24.77255736,21.94267562,7.044193616,41.57123756,0.8276386,0.586370041,0.024409945,5.837710316,8.907658365,0.72993289,127.024,1.2313,4815.116211,22.0,25.1
7350,1.0,24.0,71.94239044,89.92824554,26.18456631,20.88688488,10.173008,84.55725733,0.16793575600000002,0.298590832,0.054027813,0.0,0.0,0.0,126.991,2.785,5119.919922,19.1,25.4
2220,21.0,29.7,39.71408463,88.33021545,32.01404345,22.71970775,5.885936489,17.85044156,0.026609314,0.268902315,0.0,0.0,0.0,0.0,127.04,0.5721,5508.149414,22.3,30.8
4665,16.0,26.5,58.56713104,96.80529785,27.10177712,21.35824236,8.934925497,94.09092299,0.32316896300000003,0.32787204600000003,1.725138615,0.020836835,0.0,0.0,126.995,2.2579,5849.513184,20.5,27.3
1047,23.0,34.9,55.21665192,91.06278229,32.55631008,27.20749923,5.727682531,90.94491132,0.14613425800000002,0.014592463,0.0,0.0,0.0,0.0,126.891,0.1554,5112.924805,27.0,34.9
3190,16.0,28.8,35.98866272,70.57897186,28.59577302,20.88981415,6.927463164,91.11801362,0.168998769,0.171260003,0.0,0.0,0.0,0.0,126.995,2.2579,5835.20166,17.5,28.3
4208,9.0,31.0,59.37674713,88.69740295,29.99672977,24.01664116,5.524174566,91.90927455,0.120319704,0.11843285699999999,0.0,0.0,0.0,0.0,126.82600000000001,0.4125,5047.208984000001,23.1,32.3
5805,6.0,34.9,30.56356812,82.22362518,34.31822237,25.73195959,6.1021110610000004,75.81859167,0.011929027,0.11658101300000001,0.0,0.0,0.0,0.0,127.042,0.1457,4939.288086,26.2,34.6
1847,23.0,29.9,64.57717896,88.7345047,27.27590303,22.33676685,7.166733195,81.12690274,0.557200535,0.050504133,0.008708231,0.0,0.0,0.0,126.891,0.1554,5748.097656,23.7,29.7
5397,23.0,33.1,72.67987823,95.07460022,30.26413373,26.1144868,5.454738657,62.45659781,0.399058566,0.161365341,0.5355337179999999,0.016265029,0.018929381999999998,0.0,126.891,0.1554,5408.750488000001,26.5,34.3
4935,11.0,29.9,51.3840065,85.31246185,29.81694401,23.74626271,6.601376787,56.84974821,0.245286647,0.42225177700000005,0.006703508,0.0,0.0,0.0,127.085,0.6233,5749.513672,22.3,30.2
2810,11.0,27.8,80.5158844,92.66729736,25.42147618,22.27966771,7.3666896820000005,49.79440856,0.856009848,0.604320639,0.0,4.769471726,7.195157329,0.79119121,127.085,0.6233,4839.843261999999,22.0,24.8
1125,1.0,28.8,57.01882553,94.93808746,30.47634628,25.48270841,8.740919153,74.96009646,0.34595879999999996,0.042423498,0.024347257999999997,0.068769887,0.0,0.0,126.991,2.785,5152.121094,23.5,29.1
3457,8.0,34.0,36.48760605,63.25014877,29.88648596,21.77189625,13.98430848,70.27855825,0.14466085199999998,0.021275356000000002,0.0,0.0,0.0,0.0,126.91,1.5629,5719.192871,20.2,28.5
1129,5.0,32.7,56.28874207,94.36899567,32.31683276,26.61690347,6.9924665489999995,113.46764180000001,0.38305172600000004,0.024676717999999997,0.0031885859999999998,0.0,0.0,0.0,127.135,0.5055,4991.792969,26.5,33.1
1294,20.0,32.5,54.47378539999999,77.64556885,31.93898544,25.12908168,7.183547377999999,78.19770364,0.21569208899999998,0.5274867560000001,0.0,0.0,0.0,0.0,127.00399999999999,4.7296,4890.243164,25.5,32.8
3600,1.0,26.6,54.60810471,91.48361206,29.90976471,23.85836892,5.957445671,78.181947,0.184524452,0.220361515,0.00023574,0.003746464,0.0052593530000000005,0.0,126.991,2.785,5763.888672,22.5,28.5
5864,15.0,33.4,52.60356522,77.29164886,32.13365492,27.92451661,6.3714280720000005,19.58688867,0.275972551,0.5761470479999999,0.0,0.0,0.0,0.0,126.93700000000001,0.8552,4878.130371,27.6,33.0
1176,2.0,31.5,60.10987473,93.55960846,31.358158000000003,26.45912398,8.69632419,62.0757125,0.602899649,0.511150639,0.0,0.008264135,0.003030325,1.344555194,127.03200000000001,0.5141,4941.63623,25.1,31.9
7533,9.0,30.2,83.20140076,94.04894257,28.26441066,23.30506869,12.76927304,69.24692979,0.510100225,0.037931805,1.202864011,0.0,3.2110360960000004,0.0,126.82600000000001,0.4125,4738.598145,22.8,29.0
6485,11.0,31.5,41.35326767,76.51616669,32.1927282,24.28077003,5.900786122,62.43259001,0.0,0.0008974019999999999,0.0,0.0,0.0,0.0,127.085,0.6233,5761.848633,22.9,32.8
5569,20.0,34.6,59.21243286,97.16373444,31.39690778,26.39748989,6.927762161,102.65852109999999,0.19139824,0.148356325,0.616886478,0.0,0.0,0.0,127.00399999999999,4.7296,5326.949707,26.2,35.0
5741,17.0,35.3,82.26848602,95.18650818,28.16286131,26.07115003,3.0079538969999997,32.59607036,0.677049413,0.319357839,0.0,0.041149328,0.823721622,0.001355684,127.09899999999999,0.6970000000000001,5038.491699,24.8,30.9
161,12.0,30.9,61.49686432,94.67788696,29.20140373,23.66076056,7.971427078,42.23864172,0.094587066,0.824049728,0.0,0.0,0.068828317,8.984652365,126.988,0.5931,5882.926758,20.8,29.2
6654,5.0,32.2,52.16778564,85.58562469,33.50432511,25.14091877,5.886442552,156.781404,0.019165083,0.13859000300000002,0.0,0.0,0.0,0.0,127.135,0.5055,5655.37793,24.8,33.7
3370,21.0,34.2,80.20320892,90.68992615,26.88651939,24.79760946,10.58283655,88.20758009,0.838766777,0.838367614,1.2011799909999998,2.89068661,1.446566698,2.352410724,127.04,0.5721,5768.349609000001,23.8,27.6
2018,19.0,30.1,54.25617981,92.87225342,30.87588551,24.20290512,6.371667196000001,37.59955986,0.223643814,0.20824486600000003,0.0028661290000000002,0.0,0.0,0.0,126.93799999999999,1.7678,5692.742676,23.2,32.6
3990,16.0,31.8,49.52787018,87.60253143,33.05662781,25.31373377,5.022284528,100.770583,0.12541529699999998,0.050392396,0.0,0.0,0.0,0.0,126.995,2.2579,5269.60498,23.0,33.1
1147,23.0,33.4,55.95355225,91.10778809,31.92364287,27.14215534,6.661125322,89.10632594,0.40119258,0.054213947,0.022509322999999998,0.35451554,0.0,0.0,126.891,0.1554,4987.615723,27.0,34.1
4271,22.0,31.3,30.24408913,89.32995605,33.19177864,21.57211135,5.831869195,102.1787038,0.02425389,0.15765575199999998,0.002716464,0.0,0.0,0.0,127.086,0.1332,4954.191406,21.3,33.2
7425,1.0,25.4,87.71611023,96.05701447,24.14358339,21.01768688,12.49080068,56.01305207,0.753101413,0.761981885,0.251808345,0.601094848,1.389826156,0.042870251,126.991,2.785,5020.102051,20.2,23.3
